v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,ean8,ean13,boolean_null,low_variance,number_in_words,dayofweek,year,currency_amount,currency_currency,markdown_text_amount,markdown_text_currency
,0,6,0,1,1,1,2,0,2,2,0,1,1,0,3,3,3,3,17,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,no,17,0,0,0,0,0,0,0,0,1,3,1.0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,55,289,3025,9,0,1,1.0,4.0,306.25,3025,4,31336741,1787296552329,False,21,105.0,Monday,1971,15130.0,Ð ,1.0,Le
,0,6,0,1,1,1,2,0,2,2,0,1,1,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,no,17,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,68,36,4624,9,0,1,1.0,4.0,306.25,4624,4,65114056,7684236660400,True,22,20.1,Saturday,1989,1235.99,â‚¬,1.0,Sk
400000.0,0,4,0,1,1,1,1,0,2,2,0,0,0,0,2,2,2,2,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,yes,8,no,0,0,0,1,0,0,0,0,0,2,1.0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,36,64,1296,4,64,1,1.0,1.0,64.0,1296,4,77977830,8404846874320,True,22,105.0,Friday,2000,75990.0,KÄ,1.0,
400000.0,0,4,0,1,1,1,1,0,2,2,0,0,0,0,2,2,2,2,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,yes,8,no,0,0,1,0,0,0,0,0,0,2,1.0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,12,36,144,4,64,1,1.0,1.0,64.0,144,4,37400286,8898983191219,True,22,9.0,Wednesday,2004,1235.99,â‚¬,1.0,Sk
,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,8,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,no,6,no,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,1,0,49,64,2401,16,36,0,1.7777778999999998,0.0,85.5625,2401,4,75882235,248914013826,False,21,1.0,Saturday,2019,99.0,â‚¬,1.0,Le
,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,11,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,no,6,no,0,0,0,0,1,0,0,0,0,3,1.3333334,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,1,0,20,121,400,16,36,0,1.7777778999999998,0.0,85.5625,400,4,28791690,8957204417672,True,21,1.0,Monday,2007,50.0,,1.0,
,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,no,6,no,0,0,1,0,0,0,0,0,0,3,1.3333334,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,1,0,59,36,3481,16,36,0,1.7777778999999998,0.0,85.5625,3481,4,82773830,4138301186935,False,22,9.0,Wednesday,2008,151200.0,ØªÙˆÙ…Ø§Ù†,293.0,kn
,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,12,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,no,6,no,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,1,0,29,144,841,16,36,0,1.7777778999999998,0.0,85.5625,841,4,71889900,715869036403,,21,9.0,Tuesday,1979,119.0,$,3.0,
100297.0,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,6,no,0,0,1,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,72,36,5184,4,36,0,1.0,1.0,36.0,5184,2,33766065,4271259554149,True,22,20.1,Tuesday,2007,151200.0,ØªÙˆÙ…Ø§Ù†,5.0,kn
100297.0,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,6,no,0,0,1,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,54,36,2916,4,36,0,1.0,1.0,36.0,2916,2,48523561,1313635237512,True,21,105.0,Saturday,1997,1550000.0,Rp,459.0,kn
,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,15,no,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,47,225,2209,4,225,0,0.44444448,1.0,144.0,2209,4,50393138,3954797920096,True,22,105.0,Tuesday,1999,15130.0,Ð ,2.0,kn
,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,yes,15,no,0,0,0,1,0,0,0,0,0,3,0.66666669,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,70,81,4900,4,225,0,0.44444448,1.0,144.0,4900,4,11396680,562518092125,False,21,9.0,Friday,1991,75990.0,KÄ,1.0,Sk
350000.0,0,5,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,6,no,0,0,1,0,0,0,0,0,0,3,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,57,36,3249,9,36,0,1.0,0.0,81.0,3249,4,50353736,1919871232849,,21,9.0,Wednesday,1974,1235.99,â‚¬,390.0,Le
350000.0,0,5,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,6,no,0,0,1,0,0,0,0,0,0,3,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,63,36,3969,9,36,0,1.0,0.0,81.0,3969,4,78823174,5960691643298,,22,20.1,Friday,1975,75990.0,KÄ,1.0,kn
350000.0,0,5,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,15,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,no,6,no,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,32,225,1024,9,36,0,1.0,0.0,81.0,1024,4,56491159,1261313524976,,22,105.0,Saturday,2001,15130.0,Ð ,270.0,kn
,0,6,0,1,1,0,,1,3,4,0,1,1,1,4,5,5,5,9,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,5,.25,11,no,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,28,81,784,25,121,1,1.5625,0.0625,95.0625,784,4,74022595,6834322264260,True,21,105.0,Wednesday,1992,1235.99,â‚¬,6.0,man.
,0,6,0,1,1,0,,1,3,4,0,1,1,1,4,5,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,.25,11,no,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,52,121,2704,25,121,1,1.5625,0.0625,95.0625,2704,4,17397551,3242244247774,True,21,5.0,Wednesday,1986,151200.0,ØªÙˆÙ…Ø§Ù†,431.0,kn
,0,6,0,1,1,0,,1,3,4,0,1,1,1,4,5,5,5,8,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,5,.25,11,no,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,48,64,2304,25,121,1,1.5625,0.0625,95.0625,2304,4,72824863,4494254210043,True,21,9.0,Sunday,1970,1235.99,â‚¬,6.0,Sk
,0,6,0,1,1,0,,1,3,4,0,1,1,1,4,5,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,5,.25,11,no,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,24,121,576,25,121,1,1.5625,0.0625,95.0625,576,4,24975582,5184021635559,True,21,9.0,Tuesday,2006,119.0,$,329.0,kn
,0,6,0,1,1,0,,1,3,4,0,1,1,1,4,5,5,5,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,5,.25,11,no,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,11,16,121,25,121,1,1.5625,0.0625,95.0625,121,4,1800807,1282404360570,,22,105.0,Thursday,2004,1235.99,â‚¬,1.0,kn
,0,4,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,9,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,no,6,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,55,81,3025,9,0,0,2.25,0.0,58.777775,3025,4,16627178,2163862262219,False,21,5.0,Tuesday,1978,99.0,â‚¬,4.0,
,0,4,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,8,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,no,no,6,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,64,841,9,0,0,2.25,0.0,58.777775,841,4,83138836,583941927853,True,21,9.0,Sunday,2003,1550000.0,Rp,1.0,Le
,0,4,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,no,6,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,54,36,2916,9,0,0,2.25,0.0,58.777775,2916,4,53047601,3085264566322,True,21,20.1,Saturday,2012,151200.0,ØªÙˆÙ…Ø§Ù†,371.0,
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,8,no,yes,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,66,1,4356,4,0,0,1.0,64.0,1.0,4356,4,42260561,5382733812897,,21,20.1,Thursday,2005,50.0,,406.0,Le
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,no,yes,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,85,1,7225,4,0,0,1.0,64.0,1.0,7225,4,63454000,4578359929847,False,22,5.0,Wednesday,2003,50.0,,1.0,Le
,0,5,0,1,1,1,1,0,4,4,0,1,1,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,5,1.5,no,7,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,12,25,144,25,0,9,2.7777777,2.25,144.0,144,4,79009089,6465954800313,True,22,1.0,Sunday,2021,99.0,â‚¬,1.0,Le
,0,5,0,1,1,1,1,0,4,4,0,1,1,0,5,5,5,5,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1.5,no,7,0,0,0,1,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,38,49,1444,25,0,9,2.7777777,2.25,144.0,1444,4,36002733,3476632291272,False,21,105.0,Tuesday,1990,151200.0,ØªÙˆÙ…Ø§Ù†,1.0,lei
,0,5,0,1,1,1,1,0,4,4,0,1,1,0,5,5,5,5,9,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,5,1.5,no,7,0,0,0,1,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,17,81,289,25,0,9,2.7777777,2.25,144.0,289,4,99583996,1283511319277,True,22,20.1,Wednesday,1972,1550000.0,Rp,7.0,kn
,0,5,0,1,1,1,1,0,4,4,0,1,1,0,5,5,5,5,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1.5,no,7,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,39,36,1521,25,0,9,2.7777777,2.25,144.0,1521,4,95399768,8075493773047,False,21,9.0,Sunday,2005,75990.0,KÄ,1.0,Le
,0,5,0,1,1,1,1,0,4,4,0,1,1,0,5,5,5,5,11,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,5,1.5,no,7,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,18,121,324,25,0,9,2.7777777,2.25,144.0,324,4,25209686,7739163568227,True,21,5.0,Wednesday,2017,99.0,â‚¬,2.0,kn
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,yes,no,0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,81,1,6561,4,1,0,4.0,64.0,4.0,6561,2,43883059,396014856789,True,21,9.0,Tuesday,1975,1235.99,â‚¬,1.0,kn
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,yes,no,0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,73,9,5329,4,1,0,4.0,64.0,4.0,5329,2,72729052,8688742634800,,22,20.1,Saturday,1987,50.0,,1.0,Le
,0,5,0,1,1,0,,0,3,3,0,1,1,0,4,4,4,4,10,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,yes,6,no,0,0,0,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,17,100,289,16,36,4,1.7777778999999998,1.0,81.0,289,2,78833593,1950869523006,False,21,5.0,Friday,1986,75990.0,KÄ,1.0,Le
,0,5,0,1,1,0,,0,3,3,0,1,1,0,4,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,yes,6,no,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,46,36,2116,16,36,4,1.7777778999999998,1.0,81.0,2116,3,34468401,8206660710927,True,21,20.1,Thursday,1973,119.0,$,1.0,Le
,0,5,0,1,1,0,,0,3,3,0,1,1,0,4,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,yes,6,no,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,19,36,361,16,36,4,1.7777778999999998,1.0,81.0,361,3,62953283,5539420750349,,21,1.0,Wednesday,1993,1235.99,â‚¬,418.0,Sk
,0,5,0,1,1,0,,0,3,3,0,1,1,0,4,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,yes,6,no,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,45,36,2025,16,36,4,1.7777778999999998,1.0,81.0,2025,3,65117842,4169442120069,True,21,5.0,Wednesday,2021,119.0,$,4.0,Le
,0,3,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,no,no,9,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,21,121,441,9,0,0,2.25,0.0,106.77777,441,4,51018764,7245587745736,True,21,105.0,Saturday,1982,75990.0,KÄ,1.0,
,0,3,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,no,no,9,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,23,121,529,9,0,0,2.25,0.0,106.77777,529,4,23269613,2402211129156,True,21,5.0,Thursday,2018,1235.99,â‚¬,5.0,man.
,0,3,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,9,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,no,9,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,43,81,1849,9,0,0,2.25,0.0,106.77777,1849,4,32213416,5789458196804,,22,20.1,Monday,1992,151200.0,ØªÙˆÙ…Ø§Ù†,1.0,Le
