"male","hh_ID","rooms","males_tot","age","ppl_total","num_child","bedrooms","dependency_rate","computer","disabled_ppl","water_inside","years_of_schooling","Target"
"1","2477f3a5c",3,3,11,4,2,2,31,"1","0","1",4,"4"
"0","2477f3a5c",3,3,34,4,2,2,31,"1","0","1",8,"4"
"1","2477f3a5c",3,3,36,4,2,2,31,"1","0","1",7,"4"
"0","0efe3162b",4,1,61,2,1,2,31,"0","0","1",9,"3"
"1","0efe3162b",4,1,19,2,1,2,31,"0","0","1",3,"3"
"0","b0e5fd9b2",4,2,23,5,1,3,4,"0","0","1",9,"4"
"0","b0e5fd9b2",4,2,1,5,1,3,4,"0","0","1",0,"4"
"0","b0e5fd9b2",4,2,49,5,1,3,4,"0","0","1",6,"4"
"1","b0e5fd9b2",4,2,21,5,1,3,4,"0","0","1",6,"4"
"1","b0e5fd9b2",4,2,29,5,1,3,4,"0","1","1",10,"4"
"0","9041af664",8,1,44,5,3,4,18,"0","0","1",15,"4"
"0","9041af664",8,1,14,5,3,4,18,"0","0","1",7,"4"
"0","9041af664",8,1,16,5,3,4,18,"0","0","1",9,"4"
"0","9041af664",8,1,10,5,3,4,18,"0","0","1",3,"4"
"1","9041af664",8,1,45,5,3,4,18,"0","0","1",21,"4"
"0","5463ebd0e",5,0,87,1,0,2,29,"0","0","1",19,"4"
"0","d2ed106ac",4,1,72,2,0,3,29,"0","0","1",13,"4"
"1","d2ed106ac",4,1,72,2,0,3,29,"0","0","1",16,"4"
"0","d3f101545",7,2,36,4,2,3,31,"0","0","1",17,"4"
"0","d3f101545",7,2,3,4,2,3,31,"0","0","1",0,"4"
"1","d3f101545",7,2,6,4,2,3,31,"0","0","1",0,"4"
"1","d3f101545",7,2,35,4,2,3,31,"0","0","1",17,"4"
"1","2fe198a91",3,1,36,1,0,2,30,"0","0","1",15,"4"
"1","264018917",5,1,70,2,0,2,29,"0","0","1",7,"4"
"0","264018917",5,1,73,2,0,2,29,"0","0","1",13,"4"
"0","57dddad7c",5,1,75,2,0,2,31,"0","1","1",9,"4"
"1","57dddad7c",5,1,40,2,0,2,31,"0","0","1",11,"4"
"0","bf757e4cc",5,1,18,3,1,3,8,"0","0","1",11,"4"
"0","bf757e4cc",5,1,42,3,1,3,8,"0","0","1",8,"4"
"1","bf757e4cc",5,1,22,3,1,3,8,"0","0","1",12,"4"
"0","17498cd7c",5,2,15,4,2,3,31,"1","0","1",9,"4"
"0","17498cd7c",5,2,36,4,2,3,31,"1","0","1",17,"4"
"1","17498cd7c",5,2,3,4,2,3,31,"1","0","1",0,"4"
"1","17498cd7c",5,2,37,4,2,3,31,"1","0","1",17,"4"
"1","5c3f7725d",7,2,39,7,5,5,23,"0","0","1",11,"3"
"0","5c3f7725d",7,2,5,7,5,5,23,"0","0","1",0,"3"
"1","5c3f7725d",7,2,12,7,5,5,23,"0","0","1",4,"3"
"0","5c3f7725d",7,2,7,7,5,5,23,"0","0","1",0,"3"
"0","5c3f7725d",7,2,15,7,5,5,23,"0","0","1",8,"2"
"0","5c3f7725d",7,2,13,7,5,5,23,"0","0","1",7,"2"
"0","5c3f7725d",7,2,45,7,5,5,23,"0","0","1",6,"3"
"0","fcf75bab3",7,1,14,3,1,3,8,"0","0","1",7,"4"
"0","fcf75bab3",7,1,34,3,1,3,8,"0","0","1",11,"4"
"1","fcf75bab3",7,1,34,3,1,3,8,"0","0","1",8,"4"
"1","fd22b4607",5,1,34,4,2,3,31,"0","0","1",0,"4"
"0","fd22b4607",5,1,34,4,2,3,31,"0","0","1",11,"4"
"0","fd22b4607",5,1,7,4,2,3,31,"0","0","1",0,"4"
"0","fd22b4607",5,1,14,4,2,3,31,"0","0","1",7,"4"
"0","0eaddb7f6",8,1,78,2,0,4,29,"0","0","1",10,"4"
"1","0eaddb7f6",8,1,82,2,0,4,29,"0","0","1",10,"4"
"1","9d965603f",6,2,48,3,1,3,8,"0","0","1",14,"4"
"1","9d965603f",6,2,17,3,1,3,8,"0","0","1",10,"4"
"0","9d965603f",6,2,51,3,1,3,8,"0","0","1",8,"4"
"1","6cc3b7ba7",6,1,1,2,1,3,31,"1","0","1",0,"4"
"0","6cc3b7ba7",6,1,37,2,1,3,31,"1","0","1",17,"4"
"1","6b79cb666",7,2,18,5,1,4,10,"1","0","1",12,"4"
"0","6b79cb666",7,2,69,5,1,4,10,"1","0","1",14,"4"
"1","6b79cb666",7,2,51,5,1,4,10,"1","0","1",15,"4"
"0","6b79cb666",7,2,47,5,1,4,10,"1","0","1",11,"4"
"0","6b79cb666",7,2,25,5,1,4,10,"1","0","1",14,"4"
"0","39f697073",5,0,76,1,0,2,29,"0","0","1",1,"4"
"0","b0bef5a48",2,1,21,2,1,1,31,"0","0","1",8,"1"
"1","b0bef5a48",2,1,1,2,1,1,31,"0","0","1",0,"1"
"1","4476ccd4c",10,5,36,11,4,6,15,"0","0","1",11,"4"
"1","4476ccd4c",10,5,26,11,4,6,15,"0","0","1",6,"4"
"1","4476ccd4c",10,5,0,11,4,6,15,"0","0","1",0,"4"
"0","4476ccd4c",10,5,24,11,4,6,15,"0","0","1",8,"4"
"0","4476ccd4c",10,5,66,11,4,6,15,"0","1","1",6,"4"
"1","4476ccd4c",10,5,9,11,4,6,15,"0","0","1",2,"4"
"0","4476ccd4c",10,5,4,11,4,6,15,"0","0","1",0,"4"
"1","4476ccd4c",10,5,68,11,4,6,15,"0","0","1",6,"4"
"0","4476ccd4c",10,5,6,11,4,6,15,"0","0","1",0,"4"
"0","4476ccd4c",10,5,35,11,4,6,15,"0","1","1",0,"4"
"0","4476ccd4c",10,5,28,11,4,6,15,"0","0","1",7,"4"
"0","92001a726",4,3,31,6,3,2,31,"0","0","1",6,"4"
"1","92001a726",4,3,11,6,3,2,31,"0","0","1",3,"4"
"0","92001a726",4,3,61,6,3,2,31,"0","0","1",6,"4"
"0","92001a726",4,3,8,6,3,2,31,"0","0","1",1,"4"
"1","92001a726",4,3,6,6,3,2,31,"0","0","1",0,"4"
"1","92001a726",4,3,40,6,3,2,31,"0","0","1",6,"4"
"0","209c483e7",5,0,55,2,0,3,30,"0","0","1",6,"4"
"0","209c483e7",5,0,20,2,0,3,30,"0","0","1",12,"4"
"1","31730de9f",6,1,64,1,0,3,30,"1","0","1",8,"4"
"0","17e26c0f0",4,1,26,2,1,2,31,"0","0","1",14,"4"
"1","17e26c0f0",4,1,19,2,1,2,31,"0","0","1",9,"4"
"1","34414c259",3,1,53,2,0,1,31,"0","1","1",6,"4"
"0","34414c259",3,1,66,2,0,1,31,"0","0","1",11,"4"
"0","7098674d2",7,0,68,2,0,3,31,"0","0","1",17,"4"
"0","7098674d2",7,0,35,2,0,3,31,"0","0","1",15,"4"
"1","6f1edad4e",9,3,58,4,0,5,31,"0","0","1",13,"4"
"1","6f1edad4e",9,3,63,4,0,5,31,"0","0","1",11,"4"
"0","6f1edad4e",9,3,95,4,0,5,31,"0","1","1",6,"4"
"1","6f1edad4e",9,3,66,4,0,5,31,"0","0","1",11,"4"
"0","13c5661af",6,2,18,4,2,3,31,"0","0","1",11,"4"
"0","13c5661af",6,2,37,4,2,3,31,"0","0","1",6,"4"
"1","13c5661af",6,2,37,4,2,3,31,"0","0","1",6,"4"
"1","13c5661af",6,2,12,4,2,3,31,"0","0","1",5,"4"
"0","8ac40302b",4,2,39,4,2,3,31,"1","0","1",12,"4"
"1","8ac40302b",4,2,14,4,2,3,31,"1","0","1",7,"4"
"0","8ac40302b",4,2,16,4,2,3,31,"1","0","1",8,"4"
"1","8ac40302b",4,2,35,4,2,3,31,"1","0","1",9,"4"
"0","200099351",5,1,74,2,0,3,29,"0","0","1",10,"4"
"1","200099351",5,1,73,2,0,3,29,"0","0","1",8,"4"
"0","43eede72e",5,1,76,2,0,3,29,"0","0","1",5,"4"
"1","43eede72e",5,1,73,2,0,3,29,"0","0","1",2,"4"
"0","223dab3ac",4,0,82,1,0,2,29,"0","1","1",6,"3"
"0","4b2b9ddff",5,1,61,3,1,2,8,"0","0","1",6,"3"
"1","4b2b9ddff",5,1,3,3,1,2,8,"0","0","1",0,"3"
"0","4b2b9ddff",5,1,29,3,1,2,8,"0","0","1",11,"3"
"1","15ca3021c",5,2,34,3,1,3,8,"0","0","1",19,"4"
"0","15ca3021c",5,2,30,3,1,3,8,"0","0","1",14,"4"
"1","15ca3021c",5,2,2,3,1,3,8,"0","0","1",0,"4"
"0","1012a6463",3,0,51,2,0,2,31,"0","0","1",7,"4"
"0","1012a6463",3,0,74,2,0,2,31,"0","0","1",16,"4"
"0","6a61e3d72",5,1,27,3,1,2,8,"0","0","1",11,"4"
"0","6a61e3d72",5,1,6,3,1,2,8,"0","0","1",0,"4"
"1","6a61e3d72",5,1,27,3,1,2,8,"0","0","1",11,"4"
"0","135334d8e",5,2,59,4,0,3,24,"0","1","1",6,"2"
"0","135334d8e",5,2,89,4,0,3,24,"0","1","1",4,"2"
"1","135334d8e",5,2,65,4,0,3,24,"0","0","1",3,"2"
"1","135334d8e",5,2,80,4,0,3,24,"0","0","1",5,"2"
"0","417dbe72b",5,0,48,1,0,2,30,"0","0","1",13,"4"
"0","a4a41af05",4,2,66,3,0,2,21,"0","0","1",8,"4"
"1","a4a41af05",4,2,68,3,0,2,21,"0","1","1",6,"4"
"1","a4a41af05",4,2,42,3,0,2,21,"0","0","1",7,"4"
"0","57d87865e",5,0,74,3,0,3,29,"0","0","1",6,"3"
"0","7bf86807a",5,4,36,5,3,2,18,"0","0","1",0,"3"
"1","7bf86807a",5,4,4,5,3,2,18,"0","0","1",0,"3"
"1","7bf86807a",5,4,11,5,3,2,18,"0","0","1",5,"3"
"1","7bf86807a",5,4,35,5,3,2,18,"0","0","1",9,"3"
"1","7bf86807a",5,4,17,5,3,2,18,"0","0","1",10,"3"
"1","d24c3215c",5,2,8,3,1,2,8,"0","0","1",2,"4"
"1","d24c3215c",5,2,25,3,1,2,8,"0","0","1",11,"4"
"0","d24c3215c",5,2,32,3,1,2,8,"0","0","1",10,"4"
"1","9a60dbbc3",4,2,29,2,0,2,30,"0","0","1",15,"4"
"1","9a60dbbc3",4,2,20,2,0,2,30,"0","0","1",6,"4"
"0","c64f7aa91",4,1,36,3,1,2,8,"0","0","1",7,"4"
"1","c64f7aa91",4,1,35,3,1,2,8,"0","0","1",6,"4"
"0","c64f7aa91",4,1,16,3,1,2,8,"0","0","1",7,"4"
"0","0f9494d3a",5,3,33,5,2,3,10,"0","0","1",5,"2"
"1","0f9494d3a",5,3,14,5,2,3,10,"0","0","1",7,"2"
"1","0f9494d3a",5,3,62,5,2,3,10,"0","0","1",0,"3"
"0","0f9494d3a",5,3,9,5,2,3,10,"0","0","1",2,"3"
"1","0f9494d3a",5,3,35,5,2,3,10,"0","0","1",8,"3"
"1","e62ca0063",5,2,12,4,2,3,31,"0","0","1",5,"4"
"1","e62ca0063",5,2,50,4,2,3,31,"0","0","1",11,"4"
"0","e62ca0063",5,2,5,4,2,3,31,"0","0","1",0,"4"
"0","e62ca0063",5,2,35,4,2,3,31,"0","0","1",9,"4"
"1","c865ef208",5,1,30,3,1,3,8,"0","0","1",6,"2"
"0","c865ef208",5,1,7,3,1,3,8,"0","0","1",1,"2"
"0","c865ef208",5,1,27,3,1,3,8,"0","0","1",9,"2"
"1","651241391",2,1,53,1,0,1,30,"0","0","1",11,"4"
"0","061f8ffcf",7,1,36,4,0,3,6,"0","0","1",14,"4"
"0","061f8ffcf",7,1,66,4,0,3,6,"0","0","1",6,"4"
"0","061f8ffcf",7,1,32,4,0,3,6,"0","0","1",6,"4"
"1","061f8ffcf",7,1,63,4,0,3,6,"0","0","1",6,"4"
"0","424acc2cf",4,0,60,1,0,1,30,"0","0","1",8,"4"
"1","0b42ed3af",4,1,72,2,0,2,31,"0","0","1",1,"3"
"0","0b42ed3af",4,1,64,2,0,2,31,"0","0","1",6,"3"
"1","a682960cb",4,2,65,3,0,2,8,"0","1","1",9,"4"
"1","a682960cb",4,2,42,3,0,2,8,"0","0","1",8,"4"
"0","a682960cb",4,2,57,3,0,2,8,"0","0","1",8,"4"
"1","9568e14f3",6,2,49,3,1,3,8,"0","0","1",9,"3"
"1","9568e14f3",6,2,6,3,1,3,8,"0","0","1",0,"3"
"0","9568e14f3",6,2,46,3,1,3,8,"0","0","1",7,"3"
"1","75f505df4",7,3,2,6,3,5,31,"0","0","1",0,"4"
"1","75f505df4",7,3,14,6,3,5,31,"0","0","1",6,"4"
"0","75f505df4",7,3,28,6,3,5,31,"0","0","1",6,"4"
"0","75f505df4",7,3,7,6,3,5,31,"0","0","1",0,"4"
"0","75f505df4",7,3,53,6,3,5,31,"0","0","1",6,"4"
"1","75f505df4",7,3,34,6,3,5,31,"0","0","1",9,"4"
"1","247d706e0",8,4,61,6,1,5,2,"1","0","1",15,"4"
"1","247d706e0",8,4,26,6,1,5,2,"1","0","1",14,"4"
"0","247d706e0",8,4,56,6,1,5,2,"1","0","1",15,"4"
"0","247d706e0",8,4,17,6,1,5,2,"1","0","1",10,"4"
"1","247d706e0",8,4,35,6,1,5,2,"1","0","1",14,"4"
"1","247d706e0",8,4,24,6,1,5,2,"1","0","1",13,"4"
"0","6f541403e",5,0,61,2,0,2,30,"0","0","1",9,"4"
"0","6f541403e",5,0,42,2,0,2,30,"0","0","1",15,"4"
"0","37731f46d",5,0,8,5,3,2,26,"0","0","1",1,"4"
"0","37731f46d",5,0,5,5,3,2,26,"0","0","1",0,"4"
"0","37731f46d",5,0,67,5,3,2,26,"0","0","1",11,"4"
"0","37731f46d",5,0,29,5,3,2,26,"0","0","1",12,"4"
"0","37731f46d",5,0,0,5,3,2,26,"0","0","1",0,"4"
"1","235cbd214",3,1,25,1,0,1,30,"0","0","1",9,"4"
"0","447e3446f",5,0,58,1,0,2,30,"0","0","0",6,"2"
"1","e3a9c8aba",7,1,65,2,0,3,31,"1","0","1",21,"4"
"0","e3a9c8aba",7,1,57,2,0,3,31,"1","0","1",16,"4"
"0","78711dc54",4,1,30,3,1,2,8,"0","0","1",17,"4"
"1","78711dc54",4,1,29,3,1,2,8,"0","0","1",17,"4"
"0","78711dc54",4,1,3,3,1,2,8,"0","0","1",0,"4"
"0","53659cebb",5,0,55,1,0,3,30,"0","0","1",21,"4"
"1","5e7506413",7,1,55,2,0,4,30,"0","0","1",15,"4"
"0","5e7506413",7,1,60,2,0,4,30,"0","0","1",17,"4"
"0","5f1665f1d",9,1,7,4,1,4,6,"0","0","1",0,"4"
"1","5f1665f1d",9,1,40,4,1,4,6,"0","0","1",6,"4"
"0","5f1665f1d",9,1,58,4,1,4,6,"0","0","1",1,"4"
"0","5f1665f1d",9,1,24,4,1,4,6,"0","0","1",7,"4"
"1","f209c8c27",6,2,19,3,1,3,21,"0","0","1",12,"4"
"0","f209c8c27",6,2,55,3,1,3,21,"0","0","1",17,"4"
"1","f209c8c27",6,2,68,3,1,3,21,"0","0","1",6,"4"
"1","b8adfe034",4,2,36,2,1,2,31,"1","0","1",8,"4"
"1","b8adfe034",4,2,12,2,1,2,31,"1","0","1",6,"4"
"0","1cd853db3",5,2,49,4,0,3,30,"0","0","1",8,"4"
"0","1cd853db3",5,2,20,4,0,3,30,"0","0","1",11,"4"
"1","1cd853db3",5,2,59,4,0,3,30,"0","0","1",6,"4"
"1","1cd853db3",5,2,29,4,0,3,30,"0","0","1",12,"4"
"1","4c50bf7e4",4,1,72,2,0,2,31,"0","0","1",6,"2"
"0","4c50bf7e4",4,1,54,2,0,2,31,"0","0","1",6,"2"
"1","fbe69128f",5,1,47,2,0,3,31,"1","0","1",15,"4"
"0","fbe69128f",5,1,70,2,0,3,31,"1","0","1",9,"4"
"1","59031eea1",5,1,57,3,0,3,30,"0","0","1",6,"4"
"0","59031eea1",5,1,63,3,0,3,30,"0","0","1",6,"4"
"0","59031eea1",5,1,32,3,0,3,30,"0","0","1",15,"4"
"1","9e616a0fa",6,4,28,5,1,4,4,"0","0","1",9,"4"
"1","9e616a0fa",6,4,52,5,1,4,4,"0","0","1",11,"4"
"0","9e616a0fa",6,4,48,5,1,4,4,"0","0","1",8,"4"
"1","9e616a0fa",6,4,24,5,1,4,4,"0","0","1",11,"4"
"1","9e616a0fa",6,4,11,5,1,4,4,"0","0","1",4,"4"
"1","778919bcb",4,2,55,3,0,2,30,"0","0","1",9,"4"
"1","778919bcb",4,2,29,3,0,2,30,"0","0","1",8,"4"
"0","778919bcb",4,2,54,3,0,2,30,"0","0","1",6,"4"
"1","10949c36b",4,1,66,2,0,2,29,"0","0","1",1,"4"
"0","10949c36b",4,1,85,2,0,2,29,"0","0","1",1,"4"
"1","06804be1b",5,4,12,5,3,3,18,"0","0","1",5,"4"
"0","06804be1b",5,4,38,5,3,3,18,"0","0","1",7,"4"
"1","06804be1b",5,4,17,5,3,3,18,"0","0","1",9,"4"
"1","06804be1b",5,4,39,5,3,3,18,"0","0","1",6,"4"
"1","06804be1b",5,4,18,5,3,3,18,"0","0","1",11,"4"
"1","3641ce2d1",4,1,81,2,0,1,29,"0","1","1",1,"2"
"0","3641ce2d1",4,1,73,2,0,1,29,"0","0","1",3,"2"
"1","daafc1281",5,3,17,4,2,3,31,"0","0","1",10,"2"
"1","daafc1281",5,3,46,4,2,3,31,"0","0","1",6,"3"
"1","daafc1281",5,3,19,4,2,3,31,"0","0","1",6,"3"
"0","daafc1281",5,3,45,4,2,3,31,"0","0","1",6,"3"
"0","f62f54f9e",3,1,21,3,0,2,30,"0","0","1",11,"4"
"1","f62f54f9e",3,1,23,3,0,2,30,"0","0","1",11,"4"
"0","f62f54f9e",3,1,43,3,0,2,30,"0","0","1",9,"4"
"0","362fd099b",5,1,62,4,2,3,31,"0","0","1",6,"1"
"0","362fd099b",5,1,11,4,2,3,31,"0","0","1",4,"1"
"1","362fd099b",5,1,23,4,2,3,31,"0","0","1",13,"1"
"0","362fd099b",5,1,9,4,2,3,31,"0","0","1",2,"1"
"0","c42c5760e",6,3,18,5,3,4,26,"0","0","1",11,"4"
"0","c42c5760e",6,3,20,5,3,4,26,"0","0","1",3,"4"
"1","c42c5760e",6,3,67,5,3,4,26,"0","0","1",4,"4"
"1","c42c5760e",6,3,16,5,3,4,26,"0","0","1",6,"4"
"1","c42c5760e",6,3,2,5,3,4,26,"0","0","1",0,"4"
"0","1239df1cc",3,3,34,4,2,2,31,"0","0","1",9,"4"
"1","1239df1cc",3,3,13,4,2,2,31,"0","0","1",6,"4"
"1","1239df1cc",3,3,18,4,2,2,31,"0","0","1",6,"4"
"1","1239df1cc",3,3,37,4,2,2,31,"0","0","1",9,"4"
"1","2cf8c814f",3,1,76,1,0,2,29,"1","0","1",17,"4"
"1","b3a0fd87e",7,1,63,3,0,3,30,"1","0","1",17,"4"
"0","b3a0fd87e",7,1,60,3,0,3,30,"1","0","1",17,"4"
"0","b3a0fd87e",7,1,22,3,0,3,30,"1","0","1",14,"4"
"1","7968d49d0",8,4,61,7,2,5,12,"0","0","1",6,"4"
"0","7968d49d0",8,4,55,7,2,5,12,"0","0","1",6,"4"
"1","7968d49d0",8,4,16,7,2,5,12,"0","0","1",6,"4"
"0","7968d49d0",8,4,58,7,2,5,12,"0","0","1",6,"4"
"0","7968d49d0",8,4,94,7,2,5,12,"0","0","1",3,"4"
"1","7968d49d0",8,4,24,7,2,5,12,"0","0","1",11,"4"
"1","7968d49d0",8,4,19,7,2,5,12,"0","0","1",11,"4"
"1","fd10905bc",4,1,21,4,1,3,31,"0","0","1",8,"2"
"0","fd10905bc",4,1,85,4,1,3,31,"0","1","1",0,"2"
"0","fd10905bc",4,1,8,4,1,3,31,"0","0","1",1,"2"
"0","fd10905bc",4,1,36,4,1,3,31,"0","0","1",5,"2"
"0","87d4fc249",7,1,75,2,0,3,29,"0","0","1",11,"4"
"1","87d4fc249",7,1,73,2,0,3,29,"0","0","1",14,"4"
"1","1d644ed80",8,1,11,4,2,3,21,"1","0","1",4,"4"
"0","1d644ed80",8,1,41,4,2,3,21,"1","0","1",17,"4"
"0","1d644ed80",8,1,4,4,2,3,21,"1","0","1",0,"4"
"0","f525a50fb",6,1,6,3,1,3,8,"0","0","1",0,"4"
"1","f525a50fb",6,1,46,3,1,3,8,"0","0","1",21,"4"
"0","f525a50fb",6,1,47,3,1,3,8,"0","0","1",14,"4"
"0","3a50d6d95",7,0,69,1,0,3,29,"0","0","1",12,"4"
"1","311198ced",5,2,55,3,0,2,30,"0","0","1",17,"4"
"0","311198ced",5,2,60,3,0,2,30,"0","0","1",17,"4"
"1","311198ced",5,2,20,3,0,2,30,"0","0","1",13,"4"
"0","2d8493ec0",6,2,63,3,0,2,8,"0","0","1",6,"4"
"1","2d8493ec0",6,2,70,3,0,2,8,"0","0","1",15,"4"
"1","2d8493ec0",6,2,30,3,0,2,8,"0","0","1",14,"4"
"1","b64f4194f",11,1,48,2,0,8,30,"0","1","1",9,"4"
"0","b64f4194f",11,1,52,2,0,8,30,"0","0","1",7,"4"
"0","48446f702",11,0,28,1,0,8,30,"0","0","1",11,"4"
"1","17f5db873",11,1,24,1,0,8,30,"0","0","1",11,"4"
"1","f3f860f58",6,2,48,3,1,2,8,"1","0","1",15,"4"
"1","f3f860f58",6,2,10,3,1,2,8,"1","0","1",4,"4"
"0","f3f860f58",6,2,40,3,1,2,8,"1","0","1",15,"4"
"1","4d6c3f4af",9,1,51,1,0,4,30,"1","0","1",12,"4"
"0","53dc04233",6,2,66,3,0,3,21,"0","0","1",15,"4"
"1","53dc04233",6,2,67,3,0,3,21,"0","1","1",14,"4"
"1","53dc04233",6,2,27,3,0,3,21,"0","0","1",14,"4"
"1","ff31b984b",7,1,75,3,1,3,29,"0","1","1",14,"4"
"0","ff31b984b",7,1,65,3,1,3,29,"0","0","1",15,"4"
"0","ff31b984b",7,1,13,3,1,3,29,"0","0","1",6,"4"
"1","3f6eb55ad",2,1,44,2,0,1,31,"0","0","1",11,"2"
"0","3f6eb55ad",2,1,83,2,0,1,31,"0","1","1",3,"2"
"1","e8725f7cb",4,2,0,4,1,2,24,"0","0","1",0,"4"
"1","e8725f7cb",4,2,73,4,1,2,24,"0","1","1",6,"4"
"0","e8725f7cb",4,2,68,4,1,2,24,"0","0","1",0,"4"
"0","e8725f7cb",4,2,37,4,1,2,24,"0","0","1",12,"4"
"1","56689a31a",4,1,36,3,0,2,30,"0","0","1",6,"4"
"0","56689a31a",4,1,23,3,0,2,30,"0","0","1",7,"4"
"0","56689a31a",4,1,59,3,0,2,30,"0","0","1",3,"4"
"1","6db9fb060",4,1,53,2,0,1,31,"0","0","1",3,"3"
"0","6db9fb060",4,1,84,2,0,1,31,"0","0","1",5,"3"
"1","06dba0576",4,3,29,5,2,2,10,"0","0","1",11,"4"
"1","06dba0576",4,3,1,5,2,2,10,"0","0","1",0,"4"
"1","06dba0576",4,3,36,5,2,2,10,"0","0","1",5,"4"
"0","06dba0576",4,3,7,5,2,2,10,"0","0","1",0,"4"
"0","06dba0576",4,3,25,5,2,2,10,"0","0","1",11,"4"
"0","5dbf9fa26",3,1,8,4,2,1,31,"0","0","1",2,"4"
"1","5dbf9fa26",3,1,38,4,2,1,31,"0","0","1",11,"4"
"0","5dbf9fa26",3,1,7,4,2,1,31,"0","0","1",0,"4"
"0","5dbf9fa26",3,1,37,4,2,1,31,"0","0","1",6,"4"
"1","c80a8d026",7,1,24,4,0,4,30,"1","0","1",11,"4"
"0","c80a8d026",7,1,22,4,0,4,30,"1","0","1",11,"4"
"0","c80a8d026",7,1,23,4,0,4,30,"1","0","1",12,"4"
"0","c80a8d026",7,1,52,4,0,4,30,"1","0","1",13,"4"
"1","cd0157ab9",5,2,68,4,0,3,31,"0","0","1",11,"4"
"1","cd0157ab9",5,2,55,4,0,3,31,"0","0","1",14,"4"
"0","cd0157ab9",5,2,90,4,0,3,31,"0","1","1",2,"4"
"0","cd0157ab9",5,2,64,4,0,3,31,"0","1","1",0,"4"
"1","d4283f728",6,1,77,2,0,3,29,"0","1","1",7,"4"
"0","d4283f728",6,1,75,2,0,3,29,"0","1","1",6,"4"
"1","a944ce6f8",5,2,3,3,1,3,8,"1","0","1",0,"4"
"0","a944ce6f8",5,2,33,3,1,3,8,"1","0","1",16,"4"
"1","a944ce6f8",5,2,40,3,1,3,8,"1","0","1",15,"4"
"0","347ca480a",5,1,20,3,0,3,30,"0","0","1",6,"4"
"0","347ca480a",5,1,37,3,0,3,30,"0","0","1",6,"4"
"1","347ca480a",5,1,24,3,0,3,30,"0","0","1",11,"4"
"0","249f9ffa4",4,1,55,2,0,2,30,"0","0","1",10,"4"
"1","249f9ffa4",4,1,60,2,0,2,30,"0","0","1",10,"4"
"1","27a4747da",4,1,30,1,0,1,30,"1","0","1",14,"4"
"1","91fc4c109",6,1,62,1,0,3,30,"0","0","1",15,"4"
"0","be07eda33",7,1,32,2,0,2,30,"0","0","1",14,"4"
"1","be07eda33",7,1,35,2,0,2,30,"0","0","1",9,"4"
"0","b03e62236",4,1,20,4,1,2,6,"0","0","1",11,"2"
"0","b03e62236",4,1,60,4,1,2,6,"0","0","1",11,"2"
"0","b03e62236",4,1,18,4,1,2,6,"0","0","1",7,"2"
"1","b03e62236",4,1,55,4,1,2,6,"0","0","1",6,"2"
"1","9f313f493",8,3,28,7,2,4,7,"1","0","1",6,"4"
"1","9f313f493",8,3,17,7,2,4,7,"1","0","1",6,"4"
"0","9f313f493",8,3,20,7,2,4,7,"1","0","1",11,"4"
"0","9f313f493",8,3,4,7,2,4,7,"1","0","1",0,"4"
"1","9f313f493",8,3,44,7,2,4,7,"1","0","1",11,"4"
"0","9f313f493",8,3,43,7,2,4,7,"1","0","1",15,"4"
"0","9f313f493",8,3,23,7,2,4,7,"1","0","1",10,"4"
"0","ea4957b4a",5,1,62,2,0,3,31,"0","0","1",6,"4"
"1","ea4957b4a",5,1,66,2,0,3,31,"0","0","1",10,"4"
"0","1670445b9",3,0,70,1,0,1,29,"0","0","1",6,"4"
"0","eaf319a82",3,0,61,1,0,1,30,"0","1","1",3,"2"
"1","dc0da7d89",5,2,20,2,1,3,31,"0","0","1",11,"4"
"1","dc0da7d89",5,2,18,2,1,3,31,"0","0","1",9,"4"
"0","43594ebab",6,2,32,5,1,3,10,"1","0","1",11,"4"
"0","43594ebab",6,2,57,5,1,3,10,"1","0","1",11,"4"
"1","43594ebab",6,2,23,5,1,3,10,"1","0","1",11,"4"
"1","43594ebab",6,2,72,5,1,3,10,"1","0","1",6,"4"
"0","43594ebab",6,2,11,5,1,3,10,"1","0","1",5,"4"
"0","4b64b46f5",4,1,20,3,0,3,30,"0","0","1",12,"4"
"1","4b64b46f5",4,1,54,3,0,3,30,"0","1","1",6,"4"
"0","4b64b46f5",4,1,48,3,0,3,30,"0","0","1",9,"4"
"1","dc6ff5bb5",8,2,65,4,0,5,6,"0","0","1",7,"4"
"0","dc6ff5bb5",8,2,60,4,0,5,6,"0","0","1",9,"4"
"1","dc6ff5bb5",8,2,26,4,0,5,6,"0","0","1",10,"4"
"0","dc6ff5bb5",8,2,29,4,0,5,6,"0","0","1",11,"4"
"0","0fb516a6a",5,2,30,4,2,3,31,"0","0","1",11,"4"
"1","0fb516a6a",5,2,5,4,2,3,31,"0","0","1",0,"4"
"1","0fb516a6a",5,2,34,4,2,3,31,"0","0","1",11,"4"
"0","0fb516a6a",5,2,10,4,2,3,31,"0","0","1",3,"4"
"0","4ea154bc1",4,1,30,3,1,2,8,"0","0","1",11,"3"
"1","4ea154bc1",4,1,42,3,1,2,8,"0","0","1",6,"3"
"0","4ea154bc1",4,1,5,3,1,2,8,"0","0","1",0,"3"
"0","2e8b3463c",5,3,28,7,3,3,12,"0","0","1",12,"4"
"0","2e8b3463c",5,3,44,7,3,3,12,"0","0","1",9,"4"
"1","2e8b3463c",5,3,35,7,3,3,12,"0","0","1",11,"4"
